file,snapshot,rx,ry,true,prob_v3,prob_v4,max_tilt,ok_v3,ok_v4
snapshot_443_X10_Y40.png,snapshot_443,10,40,0,0.19221424,0.09599966,40,True,True
snapshot_443_X20_Y00.png,snapshot_443,20,0,0,0.06441076,0.0077645173,20,True,True
snapshot_443_X20_Y10.png,snapshot_443,20,10,0,0.0052638883,0.038590495,20,True,True
snapshot_443_X20_Y20.png,snapshot_443,20,20,0,0.39710847,0.6267738,20,True,False
snapshot_443_X20_Y30.png,snapshot_443,20,30,0,0.33585078,0.15048307,30,True,True
snapshot_443_X20_Y40.png,snapshot_443,20,40,0,0.3556138,0.5718644,40,True,False
snapshot_443_X30_Y00.png,snapshot_443,30,0,0,0.00297128,0.53402305,30,True,False
snapshot_443_X30_Y10.png,snapshot_443,30,10,0,0.0041540894,0.053824853,30,True,True
snapshot_443_X30_Y20.png,snapshot_443,30,20,0,0.46608645,0.1647927,30,True,True
snapshot_443_X30_Y30.png,snapshot_443,30,30,0,0.86186534,0.5550504,30,False,False
snapshot_443_X30_Y40.png,snapshot_443,30,40,0,0.729877,0.57278514,40,False,False
snapshot_443_X40_Y00.png,snapshot_443,40,0,0,0.0035592823,0.1299937,40,True,True
snapshot_443_X40_Y10.png,snapshot_443,40,10,0,0.072765306,0.19568174,40,True,True
snapshot_443_X40_Y20.png,snapshot_443,40,20,0,0.48342592,0.5402407,40,True,False
snapshot_443_X40_Y30.png,snapshot_443,40,30,0,0.8187676,0.6267334,40,False,False
snapshot_443_X40_Y40.png,snapshot_443,40,40,0,0.41891053,0.4876741,40,True,True
snapshot_449_X00_Y00.png,snapshot_449,0,0,0,1.661367e-05,0.00219707,0,True,True
snapshot_449_X00_Y10.png,snapshot_449,0,10,0,3.648591e-06,0.0019829143,10,True,True
snapshot_449_X00_Y20.png,snapshot_449,0,20,0,0.007801875,0.0021738706,20,True,True
snapshot_449_X00_Y30.png,snapshot_449,0,30,0,0.18217987,0.71191716,30,True,False
snapshot_449_X00_Y40.png,snapshot_449,0,40,0,0.34563538,0.6990156,40,True,False
snapshot_449_X10_Y00.png,snapshot_449,10,0,0,0.00028364986,7.896904e-05,10,True,True
snapshot_449_X10_Y10.png,snapshot_449,10,10,0,2.3850569e-05,0.0016858797,10,True,True
snapshot_449_X10_Y20.png,snapshot_449,10,20,0,0.0027247001,0.00035746684,20,True,True
snapshot_449_X10_Y30.png,snapshot_449,10,30,0,0.013596192,0.65799665,30,True,False
snapshot_449_X10_Y40.png,snapshot_449,10,40,0,0.021645969,0.030567294,40,True,True
snapshot_449_X20_Y00.png,snapshot_449,20,0,0,0.84520185,0.010394469,20,False,True
snapshot_449_X20_Y10.png,snapshot_449,20,10,0,2.1679196e-05,0.0003388289,20,True,True
snapshot_449_X20_Y20.png,snapshot_449,20,20,0,3.5100134e-10,1.5802381e-05,20,True,True
snapshot_449_X20_Y30.png,snapshot_449,20,30,0,0.00045409554,0.00069237145,30,True,True
snapshot_449_X20_Y40.png,snapshot_449,20,40,0,0.04182467,0.0019679423,40,True,True
snapshot_449_X30_Y00.png,snapshot_449,30,0,0,0.15425457,0.17169498,30,True,True
snapshot_449_X30_Y10.png,snapshot_449,30,10,0,2.0934175e-08,6.817069e-05,30,True,True
snapshot_449_X30_Y20.png,snapshot_449,30,20,0,6.6750977e-06,6.081623e-06,30,True,True
snapshot_449_X30_Y30.png,snapshot_449,30,30,0,0.0003907534,1.4125407e-05,30,True,True
snapshot_449_X30_Y40.png,snapshot_449,30,40,0,0.0009870846,0.0019749561,40,True,True
snapshot_449_X40_Y00.png,snapshot_449,40,0,0,0.0024676088,0.38232422,40,True,True
snapshot_449_X40_Y10.png,snapshot_449,40,10,0,0.00065529713,0.00010102737,40,True,True
snapshot_449_X40_Y20.png,snapshot_449,40,20,0,0.000293017,2.1661465e-06,40,True,True
snapshot_449_X40_Y30.png,snapshot_449,40,30,0,1.2246085e-08,0.00051070924,40,True,True
snapshot_449_X40_Y40.png,snapshot_449,40,40,0,0.0014003969,0.0020828063,40,True,True
snapshot_454_X00_Y00.png,snapshot_454,0,0,0,0.038124505,0.1974301,0,True,True
snapshot_454_X00_Y10.png,snapshot_454,0,10,0,0.001399551,0.02221983,10,True,True
snapshot_454_X00_Y20.png,snapshot_454,0,20,0,3.871675e-06,0.0017245747,20,True,True
snapshot_454_X00_Y30.png,snapshot_454,0,30,0,0.0035934164,0.0002294798,30,True,True
snapshot_454_X00_Y40.png,snapshot_454,0,40,0,1.7705659e-05,0.0026379921,40,True,True
snapshot_454_X10_Y00.png,snapshot_454,10,0,0,0.0039564674,0.015038312,10,True,True
snapshot_454_X10_Y10.png,snapshot_454,10,10,0,0.73041004,0.003954485,10,False,True
snapshot_454_X10_Y20.png,snapshot_454,10,20,0,6.521093e-05,0.022314103,20,True,True
snapshot_454_X10_Y30.png,snapshot_454,10,30,0,0.0016721529,0.0011715908,30,True,True
snapshot_454_X10_Y40.png,snapshot_454,10,40,0,6.256421e-05,0.00027492578,40,True,True
snapshot_454_X20_Y00.png,snapshot_454,20,0,0,0.08474443,0.8799708,20,True,False
snapshot_454_X20_Y10.png,snapshot_454,20,10,0,0.5790833,0.0650964,20,False,True
snapshot_454_X20_Y20.png,snapshot_454,20,20,0,0.3140724,0.06710607,20,True,True
snapshot_454_X20_Y30.png,snapshot_454,20,30,0,0.6167826,0.013445472,30,False,True
snapshot_454_X20_Y40.png,snapshot_454,20,40,0,0.02372057,0.00051285146,40,True,True
snapshot_454_X30_Y00.png,snapshot_454,30,0,0,0.5368595,0.7914404,30,False,False
snapshot_454_X30_Y10.png,snapshot_454,30,10,0,0.42289242,0.4788007,30,True,True
snapshot_454_X30_Y20.png,snapshot_454,30,20,0,0.8260981,0.32854262,30,False,True
snapshot_454_X30_Y30.png,snapshot_454,30,30,0,0.5214553,0.0044124983,30,False,True
snapshot_454_X30_Y40.png,snapshot_454,30,40,0,0.40807307,0.003358247,40,True,True
snapshot_454_X40_Y00.png,snapshot_454,40,0,0,0.19755274,0.8859743,40,True,False
snapshot_454_X40_Y10.png,snapshot_454,40,10,0,0.2968073,0.91809404,40,True,False
snapshot_454_X40_Y20.png,snapshot_454,40,20,0,0.72679496,0.7915174,40,False,False
snapshot_454_X40_Y30.png,snapshot_454,40,30,0,0.9599271,0.31436422,40,False,True
snapshot_454_X40_Y40.png,snapshot_454,40,40,0,0.14630683,0.0451384,40,True,True
snapshot_455_X00_Y00.png,snapshot_455,0,0,0,0.053696778,0.039216276,0,True,True
snapshot_455_X00_Y10.png,snapshot_455,0,10,0,0.0039206184,0.07643872,10,True,True
snapshot_455_X00_Y20.png,snapshot_455,0,20,0,4.894284e-05,0.0019749515,20,True,True
snapshot_455_X00_Y30.png,snapshot_455,0,30,0,4.051383e-05,0.0030443931,30,True,True
snapshot_455_X00_Y40.png,snapshot_455,0,40,0,6.717719e-06,0.0012343887,40,True,True
snapshot_455_X10_Y00.png,snapshot_455,10,0,0,0.024532283,0.960942,10,True,False
snapshot_455_X10_Y10.png,snapshot_455,10,10,0,0.03839593,0.057076015,10,True,True
snapshot_455_X10_Y20.png,snapshot_455,10,20,0,0.31991175,0.00030991685,20,True,True
snapshot_455_X10_Y30.png,snapshot_455,10,30,0,6.145592e-06,0.0029854237,30,True,True
snapshot_455_X10_Y40.png,snapshot_455,10,40,0,7.967678e-06,0.0005762271,40,True,True
snapshot_455_X20_Y00.png,snapshot_455,20,0,0,0.28158984,0.13447717,20,True,True
snapshot_455_X20_Y10.png,snapshot_455,20,10,0,0.026266884,0.014207412,20,True,True
snapshot_455_X20_Y20.png,snapshot_455,20,20,0,0.5360024,0.15011068,20,False,True
snapshot_455_X20_Y30.png,snapshot_455,20,30,0,0.25096485,0.0035384137,30,True,True
snapshot_455_X20_Y40.png,snapshot_455,20,40,0,0.3412928,0.004472157,40,True,True
snapshot_455_X30_Y00.png,snapshot_455,30,0,0,0.64443284,0.8999894,30,False,False
snapshot_455_X30_Y10.png,snapshot_455,30,10,0,0.37120393,0.06380065,30,True,True
snapshot_455_X30_Y20.png,snapshot_455,30,20,0,0.65863895,0.54017353,30,False,False
snapshot_455_X30_Y30.png,snapshot_455,30,30,0,0.94806856,0.4633957,30,False,True
snapshot_455_X30_Y40.png,snapshot_455,30,40,0,0.71861184,0.48788756,40,False,True
snapshot_455_X40_Y00.png,snapshot_455,40,0,0,0.23588376,0.82834196,40,True,False
snapshot_455_X40_Y10.png,snapshot_455,40,10,0,0.43201756,0.98003423,40,True,False
snapshot_455_X40_Y20.png,snapshot_455,40,20,0,0.89686,0.5977814,40,False,False
snapshot_455_X40_Y30.png,snapshot_455,40,30,0,0.9704861,0.8027425,40,False,False
snapshot_455_X40_Y40.png,snapshot_455,40,40,0,0.7224045,0.30025056,40,False,True
snapshot_474_X00_Y00.png,snapshot_474,0,0,0,2.200892e-06,0.0003485973,0,True,True
snapshot_474_X00_Y10.png,snapshot_474,0,10,0,0.055317655,0.0036158278,10,True,True
snapshot_474_X00_Y20.png,snapshot_474,0,20,0,5.5730434e-06,7.2676708e-06,20,True,True
snapshot_474_X00_Y30.png,snapshot_474,0,30,0,4.1579884e-08,0.0011726777,30,True,True
snapshot_474_X00_Y40.png,snapshot_474,0,40,0,3.5069763e-06,0.001972193,40,True,True
snapshot_474_X10_Y00.png,snapshot_474,10,0,0,5.182058e-06,0.009397724,10,True,True
snapshot_474_X10_Y10.png,snapshot_474,10,10,0,3.335137e-05,6.412198e-05,10,True,True
snapshot_474_X10_Y20.png,snapshot_474,10,20,0,0.002950577,0.0034351754,20,True,True
snapshot_474_X10_Y30.png,snapshot_474,10,30,0,0.10795057,0.0053682867,30,True,True
snapshot_474_X10_Y40.png,snapshot_474,10,40,0,0.09615151,0.044061463,40,True,True
snapshot_474_X20_Y00.png,snapshot_474,20,0,0,0.068201475,0.085971214,20,True,True
snapshot_474_X20_Y10.png,snapshot_474,20,10,0,0.004802894,0.022957737,20,True,True
snapshot_474_X20_Y20.png,snapshot_474,20,20,0,0.23992199,0.08765965,20,True,True
snapshot_474_X20_Y30.png,snapshot_474,20,30,0,0.69495815,0.016352395,30,False,True
snapshot_474_X20_Y40.png,snapshot_474,20,40,0,0.047405723,0.70557225,40,True,False
snapshot_474_X30_Y00.png,snapshot_474,30,0,0,0.3261115,0.28897902,30,True,True
snapshot_474_X30_Y10.png,snapshot_474,30,10,0,0.23632438,0.036902305,30,True,True
snapshot_474_X30_Y20.png,snapshot_474,30,20,0,0.91855395,0.30948478,30,False,True
snapshot_474_X30_Y30.png,snapshot_474,30,30,0,0.8494773,0.53205174,30,False,False
snapshot_474_X30_Y40.png,snapshot_474,30,40,0,0.85346067,0.40484178,40,False,True
snapshot_474_X40_Y00.png,snapshot_474,40,0,0,0.6849655,0.61784625,40,False,False
snapshot_474_X40_Y10.png,snapshot_474,40,10,0,0.12547617,0.82977384,40,True,False
snapshot_474_X40_Y20.png,snapshot_474,40,20,0,0.07827434,0.5764069,40,True,False
snapshot_474_X40_Y30.png,snapshot_474,40,30,0,0.31550166,0.5071391,40,True,False
snapshot_474_X40_Y40.png,snapshot_474,40,40,0,0.80035394,0.6715643,40,False,False
snapshot_477_X00_Y00.png,snapshot_477,0,0,0,9.149041e-09,0.0007499773,0,True,True
snapshot_477_X00_Y10.png,snapshot_477,0,10,0,0.007757982,0.0012694565,10,True,True
snapshot_477_X00_Y20.png,snapshot_477,0,20,0,0.0002966922,0.3181715,20,True,True
snapshot_477_X00_Y30.png,snapshot_477,0,30,0,0.7166681,0.015206691,30,False,True
snapshot_477_X00_Y40.png,snapshot_477,0,40,0,0.19032384,0.18654001,40,True,True
snapshot_477_X10_Y00.png,snapshot_477,10,0,0,3.3598266e-05,0.00094982603,10,True,True
snapshot_477_X10_Y10.png,snapshot_477,10,10,0,0.0005187975,0.00015396794,10,True,True
snapshot_477_X10_Y20.png,snapshot_477,10,20,0,0.072638415,0.027283954,20,True,True
snapshot_477_X10_Y30.png,snapshot_477,10,30,0,0.41920757,0.09895159,30,True,True
snapshot_477_X10_Y40.png,snapshot_477,10,40,0,0.3582317,0.5315323,40,True,False
snapshot_477_X20_Y00.png,snapshot_477,20,0,0,7.104653e-06,0.055381928,20,True,True
snapshot_477_X20_Y10.png,snapshot_477,20,10,0,0.0014012975,0.06810634,20,True,True
snapshot_477_X20_Y20.png,snapshot_477,20,20,0,0.19249746,0.005390378,20,True,True
snapshot_477_X20_Y30.png,snapshot_477,20,30,0,0.34767845,0.27651638,30,True,True
snapshot_477_X20_Y40.png,snapshot_477,20,40,0,0.45340014,0.074752256,40,True,True
snapshot_477_X30_Y00.png,snapshot_477,30,0,0,0.048192434,0.00958605,30,True,True
snapshot_477_X30_Y10.png,snapshot_477,30,10,0,0.13659872,0.019634807,30,True,True
snapshot_477_X30_Y20.png,snapshot_477,30,20,0,0.31157172,0.18424393,30,True,True
snapshot_477_X30_Y30.png,snapshot_477,30,30,0,0.30626145,0.18914974,30,True,True
snapshot_477_X30_Y40.png,snapshot_477,30,40,0,0.43876892,0.28249943,40,True,True
snapshot_477_X40_Y00.png,snapshot_477,40,0,0,0.0068016173,0.056041617,40,True,True
snapshot_477_X40_Y10.png,snapshot_477,40,10,0,0.3682378,0.000612353,40,True,True
snapshot_477_X40_Y20.png,snapshot_477,40,20,0,0.467459,0.7777728,40,True,False
snapshot_477_X40_Y30.png,snapshot_477,40,30,0,0.6759528,0.60845816,40,False,False
snapshot_477_X40_Y40.png,snapshot_477,40,40,0,0.18522541,0.54636663,40,True,False
snapshot_484_X00_Y00.png,snapshot_484,0,0,0,4.696124e-07,1.2082678e-05,0,True,True
snapshot_484_X00_Y10.png,snapshot_484,0,10,0,0.0012162752,0.0025670489,10,True,True
snapshot_484_X00_Y20.png,snapshot_484,0,20,0,0.024782963,0.5981624,20,True,False
snapshot_484_X00_Y30.png,snapshot_484,0,30,0,0.25680184,0.15468106,30,True,True
snapshot_484_X00_Y40.png,snapshot_484,0,40,0,0.58857524,0.45941496,40,False,True
snapshot_484_X10_Y00.png,snapshot_484,10,0,0,0.00036638326,0.00010716577,10,True,True
snapshot_484_X10_Y10.png,snapshot_484,10,10,0,0.00016335206,3.3263324e-05,10,True,True
snapshot_484_X10_Y20.png,snapshot_484,10,20,0,8.918152e-06,0.0004979598,20,True,True
snapshot_484_X10_Y30.png,snapshot_484,10,30,0,6.499671e-07,0.0009833758,30,True,True
snapshot_484_X10_Y40.png,snapshot_484,10,40,0,0.14963844,0.036041122,40,True,True
snapshot_484_X20_Y00.png,snapshot_484,20,0,0,3.270261e-05,0.04874224,20,True,True
snapshot_484_X20_Y10.png,snapshot_484,20,10,0,3.4420525e-06,0.0004818079,20,True,True
snapshot_484_X20_Y20.png,snapshot_484,20,20,0,3.8447756e-09,2.2457948e-06,20,True,True
snapshot_484_X20_Y30.png,snapshot_484,20,30,0,7.3187643e-06,1.1921653e-06,30,True,True
snapshot_484_X20_Y40.png,snapshot_484,20,40,0,2.5074296e-05,0.00010540765,40,True,True
snapshot_484_X30_Y00.png,snapshot_484,30,0,0,0.00019853219,0.000571557,30,True,True
snapshot_484_X30_Y10.png,snapshot_484,30,10,0,5.350163e-06,3.025794e-06,30,True,True
snapshot_484_X30_Y20.png,snapshot_484,30,20,0,4.921683e-08,3.4840746e-06,30,True,True
snapshot_484_X30_Y30.png,snapshot_484,30,30,0,1.1556005e-09,1.6259753e-06,30,True,True
snapshot_484_X30_Y40.png,snapshot_484,30,40,0,8.994288e-07,0.001064678,40,True,True
snapshot_484_X40_Y00.png,snapshot_484,40,0,0,0.015808262,0.0013571203,40,True,True
snapshot_484_X40_Y10.png,snapshot_484,40,10,0,2.2822309e-07,0.00014132656,40,True,True
snapshot_484_X40_Y20.png,snapshot_484,40,20,0,2.1731028e-05,0.00011026344,40,True,True
snapshot_484_X40_Y30.png,snapshot_484,40,30,0,2.310697e-07,3.463766e-06,40,True,True
snapshot_484_X40_Y40.png,snapshot_484,40,40,0,0.00011521868,0.00069776474,40,True,True
snapshot_500_X00_Y00.png,snapshot_500,0,0,0,3.740972e-05,0.021311695,0,True,True
snapshot_500_X00_Y10.png,snapshot_500,0,10,0,5.7093184e-06,0.012975221,10,True,True
snapshot_500_X00_Y20.png,snapshot_500,0,20,0,0.0011289222,0.0014175654,20,True,True
snapshot_500_X00_Y30.png,snapshot_500,0,30,0,0.26336914,0.212987,30,True,True
snapshot_500_X00_Y40.png,snapshot_500,0,40,0,0.3033813,0.13402943,40,True,True
snapshot_500_X10_Y00.png,snapshot_500,10,0,0,0.000560711,0.0009338751,10,True,True
snapshot_500_X10_Y10.png,snapshot_500,10,10,0,0.00026911867,0.00083070726,10,True,True
snapshot_500_X10_Y20.png,snapshot_500,10,20,0,0.008221721,0.013817977,20,True,True
snapshot_500_X10_Y30.png,snapshot_500,10,30,0,0.46897092,0.029820032,30,True,True
snapshot_500_X10_Y40.png,snapshot_500,10,40,0,0.38321975,0.110227756,40,True,True
snapshot_500_X20_Y00.png,snapshot_500,20,0,0,4.180445e-08,0.0005832457,20,True,True
snapshot_500_X20_Y10.png,snapshot_500,20,10,0,1.6368852e-09,0.00022531429,20,True,True
snapshot_500_X20_Y20.png,snapshot_500,20,20,0,6.785076e-09,9.4311144e-05,20,True,True
snapshot_500_X20_Y30.png,snapshot_500,20,30,0,0.13922296,0.0005023621,30,True,True
snapshot_500_X20_Y40.png,snapshot_500,20,40,0,0.5852596,0.038243152,40,False,True
snapshot_500_X30_Y00.png,snapshot_500,30,0,0,8.2184664e-07,1.2599469e-05,30,True,True
snapshot_500_X30_Y10.png,snapshot_500,30,10,0,3.5678636e-06,3.8612874e-05,30,True,True
snapshot_500_X30_Y20.png,snapshot_500,30,20,0,9.432363e-07,2.6206565e-06,30,True,True
snapshot_500_X30_Y30.png,snapshot_500,30,30,0,0.12590417,0.00016930999,30,True,True
snapshot_500_X30_Y40.png,snapshot_500,30,40,0,0.09549528,0.0011883796,40,True,True
snapshot_500_X40_Y00.png,snapshot_500,40,0,0,3.704263e-08,0.058001425,40,True,True
snapshot_500_X40_Y10.png,snapshot_500,40,10,0,1.2861919e-08,3.3276527e-05,40,True,True
snapshot_500_X40_Y20.png,snapshot_500,40,20,0,1.0331126e-05,3.5370172e-06,40,True,True
snapshot_500_X40_Y30.png,snapshot_500,40,30,0,0.00032540795,0.0036412023,40,True,True
snapshot_500_X40_Y40.png,snapshot_500,40,40,0,0.01950376,0.005943266,40,True,True
snapshot_005_X00_Y00.png,snapshot_005,0,0,1,0.9998496,0.99973005,0,True,True
snapshot_005_X00_Y10.png,snapshot_005,0,10,1,0.99908674,0.9988209,10,True,True
snapshot_005_X00_Y20.png,snapshot_005,0,20,1,0.99626994,0.8957611,20,True,True
snapshot_005_X00_Y30.png,snapshot_005,0,30,1,0.7313192,0.8239352,30,True,True
snapshot_005_X00_Y40.png,snapshot_005,0,40,1,0.9249542,0.9254828,40,True,True
snapshot_005_X10_Y00.png,snapshot_005,10,0,1,0.9998523,0.9862964,10,True,True
snapshot_005_X10_Y10.png,snapshot_005,10,10,1,0.9999205,0.98120886,10,True,True
snapshot_005_X10_Y20.png,snapshot_005,10,20,1,0.9560053,0.8246859,20,True,True
snapshot_005_X10_Y30.png,snapshot_005,10,30,1,0.87157804,0.75489753,30,True,True
snapshot_005_X10_Y40.png,snapshot_005,10,40,1,0.8427794,0.9226028,40,True,True
snapshot_005_X20_Y00.png,snapshot_005,20,0,1,0.99472207,0.9596164,20,True,True
snapshot_005_X20_Y10.png,snapshot_005,20,10,1,0.9906403,0.36528522,20,True,False
snapshot_005_X20_Y20.png,snapshot_005,20,20,1,0.8556888,0.8802887,20,True,True
snapshot_005_X20_Y30.png,snapshot_005,20,30,1,0.96546656,0.802456,30,True,True
snapshot_005_X20_Y40.png,snapshot_005,20,40,1,0.85892946,0.9109447,40,True,True
snapshot_005_X30_Y00.png,snapshot_005,30,0,1,0.9857418,0.87825304,30,True,True
snapshot_005_X30_Y10.png,snapshot_005,30,10,1,0.909692,0.77089727,30,True,True
snapshot_005_X30_Y20.png,snapshot_005,30,20,1,0.8380191,0.83193415,30,True,True
snapshot_005_X30_Y30.png,snapshot_005,30,30,1,0.6180886,0.51744777,30,True,True
snapshot_005_X30_Y40.png,snapshot_005,30,40,1,0.8598487,0.87513334,40,True,True
snapshot_005_X40_Y00.png,snapshot_005,40,0,1,0.9567564,0.45269406,40,True,False
snapshot_005_X40_Y10.png,snapshot_005,40,10,1,0.85348624,0.93320686,40,True,True
snapshot_005_X40_Y20.png,snapshot_005,40,20,1,0.47691527,0.82963914,40,False,True
snapshot_005_X40_Y30.png,snapshot_005,40,30,1,0.8889636,0.57929945,40,True,True
snapshot_005_X40_Y40.png,snapshot_005,40,40,1,0.9141562,0.66676843,40,True,True
snapshot_010_X00_Y00.png,snapshot_010,0,0,1,0.99912626,0.97033924,0,True,True
snapshot_010_X00_Y10.png,snapshot_010,0,10,1,0.99848574,0.99688196,10,True,True
snapshot_010_X00_Y20.png,snapshot_010,0,20,1,0.9970597,0.9755459,20,True,True
snapshot_010_X00_Y30.png,snapshot_010,0,30,1,0.5547256,0.9705178,30,True,True
snapshot_010_X00_Y40.png,snapshot_010,0,40,1,0.70931107,0.3182735,40,True,False
snapshot_010_X10_Y00.png,snapshot_010,10,0,1,0.9998067,0.9962105,10,True,True
snapshot_010_X10_Y10.png,snapshot_010,10,10,1,0.9962719,0.9989265,10,True,True
snapshot_010_X10_Y20.png,snapshot_010,10,20,1,0.9946599,0.77366805,20,True,True
snapshot_010_X10_Y30.png,snapshot_010,10,30,1,0.94356674,0.8676915,30,True,True
snapshot_010_X10_Y40.png,snapshot_010,10,40,1,0.79577196,0.26081583,40,True,False
snapshot_010_X20_Y00.png,snapshot_010,20,0,1,0.73531175,0.9323755,20,True,True
snapshot_010_X20_Y10.png,snapshot_010,20,10,1,0.9446335,0.9180819,20,True,True
snapshot_010_X20_Y20.png,snapshot_010,20,20,1,0.7133388,0.92010546,20,True,True
snapshot_010_X20_Y30.png,snapshot_010,20,30,1,0.49980935,0.70279574,30,False,True
snapshot_010_X20_Y40.png,snapshot_010,20,40,1,0.88851535,0.96526444,40,True,True
snapshot_010_X30_Y00.png,snapshot_010,30,0,1,0.99823755,0.9479857,30,True,True
snapshot_010_X30_Y10.png,snapshot_010,30,10,1,0.93609965,0.9446703,30,True,True
snapshot_010_X30_Y20.png,snapshot_010,30,20,1,0.7612282,0.57121813,30,True,True
snapshot_010_X30_Y30.png,snapshot_010,30,30,1,0.92971516,0.884019,30,True,True
snapshot_010_X30_Y40.png,snapshot_010,30,40,1,0.8597354,0.772898,40,True,True
snapshot_010_X40_Y00.png,snapshot_010,40,0,1,0.95037544,0.98183274,40,True,True
snapshot_010_X40_Y10.png,snapshot_010,40,10,1,0.90681684,0.95882636,40,True,True
snapshot_010_X40_Y20.png,snapshot_010,40,20,1,0.90267473,0.52439344,40,True,True
snapshot_010_X40_Y30.png,snapshot_010,40,30,1,0.68724805,0.38092747,40,True,False
snapshot_010_X40_Y40.png,snapshot_010,40,40,1,0.7879904,0.8069564,40,True,True
snapshot_041_X00_Y00.png,snapshot_041,0,0,1,0.99949515,0.9998559,0,True,True
snapshot_041_X00_Y10.png,snapshot_041,0,10,1,0.9995644,0.99480504,10,True,True
snapshot_041_X00_Y20.png,snapshot_041,0,20,1,0.9564662,0.9751301,20,True,True
snapshot_041_X00_Y30.png,snapshot_041,0,30,1,0.9945442,0.97334945,30,True,True
snapshot_041_X00_Y40.png,snapshot_041,0,40,1,0.79562294,0.59725547,40,True,True
snapshot_041_X10_Y00.png,snapshot_041,10,0,1,0.99954003,0.8280041,10,True,True
snapshot_041_X10_Y10.png,snapshot_041,10,10,1,0.9996241,0.9970691,10,True,True
snapshot_041_X10_Y20.png,snapshot_041,10,20,1,0.9315268,0.7347545,20,True,True
snapshot_041_X10_Y30.png,snapshot_041,10,30,1,0.45790902,0.98725027,30,False,True
snapshot_041_X10_Y40.png,snapshot_041,10,40,1,0.7727157,0.88360286,40,True,True
snapshot_041_X20_Y00.png,snapshot_041,20,0,1,0.99119574,0.9606617,20,True,True
snapshot_041_X20_Y10.png,snapshot_041,20,10,1,0.930092,0.9812413,20,True,True
snapshot_041_X20_Y20.png,snapshot_041,20,20,1,0.47370803,0.9288544,20,False,True
snapshot_041_X20_Y30.png,snapshot_041,20,30,1,0.6854233,0.8588042,30,True,True
snapshot_041_X20_Y40.png,snapshot_041,20,40,1,0.94781166,0.9229489,40,True,True
